,Category,Message,Contain_HP
239,0,"\Wen u miss someone  the person is definitely special for u..... But if the person is so special  why to miss them  just Keep-in-touch\"" gdeve..""",False
240,0,Ok. I asked for money how far   ,False
241,0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down   ",False
242,0,"K, I might come by tonight then if my class lets out early   ",False
243,0,Ok..   ,False
244,0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx   ,False
245,0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.   ",False
246,0,Hey you told your name to gautham ah?   ,False
247,0,Haf u found him? I feel so stupid da v cam was working.   ,False
248,0,Oops. 4 got that bit.   ,False
249,0,I accidentally deleted the message. Resend please.   ,False
250,1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply   ,False
251,0,Unless it's a situation where YOU GO GURL would be more appropriate   ,False
252,0,Need a coffee run tomo?Can't believe it's that time of week already   ,False
253,0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V   ",False
254,0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?   ",False
255,0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?    ,False
256,0,He is a womdarfull actor   ,False
257,1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE   ",False
258,0,Yup... From what i remb... I think should be can book...    ,False
259,0,Jos ask if u wana meet up?   ,False
260,0,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.   ,False
261,1,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468   ",False
262,0,Where are the garage keys? They aren't on the bookshelf   ,False
263,1,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week   ",False
264,0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week   ,False
265,0,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.   ",False
266,0,You made my day. Do have a great day too.   ,False
267,0,K.k:)advance happy pongal.   ,False
268,0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...   ",False
269,0,"Not really dude, have no friends i'm afraid :(   ",False
270,0,"Coffee cake, i guess...   ",False
271,0,"Merry Christmas to you too babe, i love ya *kisses*   ",False
272,0,Hey... Why dont we just go watch x men and have lunch... Haha    ,False
273,0,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x   ,False
274,0,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week   ,False
275,0,No problem. How are you doing?   ,False
276,0,Hi da:)how is the todays class?   ,False
277,0,"I'd say that's a good sign but, well, you know my track record at reading women   ",False
278,0,"Cool, text me when you're parked   ",False
279,0,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light   ,False
280,0,K.k:)apo k.good movie.   ,False
281,0,Maybe i could get book out tomo then return it immediately ..? Or something.   ,False
282,1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!   ,False
283,0,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.   ,False
284,1,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.   ,True
285,0,"Ta-Daaaaa! I am home babe, are you still up ?   ",False
286,0,Cool. So how come you havent been wined and dined before?   ,False
287,0,U calling me right? Call my hand phone...   ,False
288,0,Ok that's great thanx a lot.   ,False
289,0,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him   ,False
290,0,Where u been hiding stranger?   ,False
291,0,Am not interested to do like that.   ,False
292,0,My sister cleared two round in birla soft yesterday.   ,False
293,0,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.   ,False
294,0,One small prestige problem now.   ,False
295,1,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X   ,False
296,0,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month   ,False
297,0,"Nah can't help you there, I've never had an iphone   ",False
298,0,If you're not in my car in an hour and a half I'm going apeshit   ,False
299,0,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed   ,False
300,0,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.   ,False
301,0,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.   ",False
302,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16   ,False
303,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL   ,True
304,0,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.   ",False
305,0,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted   ",False
306,0,Ha ha cool cool chikku chikku:-):-DB-)   ,False
307,0,Oh ok no prob..   ,False
308,0,Check audrey's status right now   ,False
309,0,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...   ,False
310,0,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always   ",False
311,0,Well i know Z will take care of me. So no worries.   ,False
312,1,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=   ",True
313,1,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546   ,True
314,0,Wat uniform? In where get?   ,False
315,0,"Cool, text me when you're ready   ",False
316,0,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...   ",False
317,0,I will spoil you in bed as well :)   ,False
318,0,I'm going for bath will msg you next  &lt;#&gt;  min..   ,False
319,0,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay   ,False
320,1,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994   ",True
321,0,Can you say what happen   ,False
322,0,You could have seen me..i did't recognise you Face.:)   ,False
323,0,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going   ,False
324,0,Keep my payasam there if rinu brings   ,False
325,0,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..   ,False
326,0,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.   ",False
327,0,"Yeah sure, give me a couple minutes to track down my wallet   ",False
328,0,Hey leave it. not a big deal:-) take care.   ,False
329,0,Hey i will be late ah... Meet you at 945+   ,False
330,0,It took Mr owl 3 licks   ,False
331,0,Customer place i will call you.   ,False
332,0,Mm that time you dont like fun   ,False
333,0,Yup having my lunch buffet now.. U eat already?   ,False
334,0,Huh so late... Fr dinner?   ,False
335,0,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?    ,False
336,0,Morning only i can ok.   ,False
337,0,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down   ,False
338,0,Pick you up bout 7.30ish? What time are  and that going?   ,False
339,0,From here after The performance award is calculated every two month.not for current one month period..   ,False
340,0,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.   ,False
341,0,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.   ",False
